id,member,profile_pic,party_id,ID_y,gender,date_of_death,date_of_birth,slug,legal_name,updated,created,title,family_name,given_name
621,"Xego, Ms ST",1/xego.jpg,1,4260,female,,1960-08-01,sheilla-tembalam-xego-sovita,Sheilla Tembalam Xego,"October 21, 2025, 1:45 PM","May 2, 2014, 4:39 PM",Ms,Xego-Sovita,Sheilla Tembalam
1719,"Mathulelwa, Ms B",1/Mathulelwa.jpg,11,18952,female,,1991-01-15,babalwa-mathulelwa,Babalwa Mathulelwa,"August 5, 2024, 8:44 AM","June 22, 2020, 4:05 PM",Ms,,Babalwa Mathulelwa
2135,"Douglas, Mr WM",Marshall_Douglas.JPG,19,21853,male,,1974-05-18,wesley-marshall-douglas,Wesley Marshall Douglas,"July 9, 2025, 9:22 AM","June 18, 2024, 6:20 AM",Mr,Douglas,Wesley Marshall
712,"Masango, Ms B",Masango.jpg,2,6239,female,,1962-02-23,bridget-staff-masango,Bridget Staff Masango,"July 26, 2024, 7:42 AM","May 3, 2014, 12:15 AM",Ms,Masango,Bridget Staff
692,"malema, Mr J",malema.jpg,11,6674,male,,1981-03-03,julius-sello-malema,Julius Sello malema,"October 10, 2024, 10:34 AM","May 3, 2014, 12:16 AM",Mr,malema,Julius Sello
594,"Malatsi, Mr MS",Malatsi.jpg,2,6197,male,,1985-12-22,mmoba-solomon-seshoka,Mmoba Solomon Malatsi,"October 7, 2025, 10:29 AM","May 3, 2014, 12:15 AM",Mr,Malatsi,Mmoba Solomon
725,"Holomisa, Mr BH",1/Holomisa.jpg,6,659,male,,1955-07-25,bantubonke-harrington-holomisa,Bantubonke Harrington Holomisa,"July 2, 2024, 6:22 PM","July 31, 2013, 11:34 PM",Mr,Holomisa,Bantubonke Harrington
732,"Chetty, Mr M",Chetty.jpg,2,6282,male,,1968-01-17,mergan-chetty,Mergan Chetty,"September 5, 2025, 1:12 PM","May 3, 2014, 12:15 AM",Mr,Chetty,Mergan
817,"Litchfield-Tshabalala, Dr K",2/tshabalala.jpg,19,6896,female,,1962-08-02,khanyisile-litchfield-tshabalala,Khanyisile Litchfield-Tshabalala,"November 3, 2025, 10:03 AM","May 3, 2014, 12:16 AM",Dr,Litchfield-Tshabalala,Khanyisile
813,"Cebekhulu, Inkosi RN",Cebekhulu_N.jpg,4,574,male,,1958-03-23,russel-nsikayezwe-cebekhulu,Russel Nsikayezwe Cebekhulu,"October 10, 2024, 9:34 AM","July 31, 2013, 11:25 PM",Inkosi,Cebekhulu,Russel Nsikayezwe
638,"Van Der Walt, Ms D",1/van_der_walt.jpg,2,1017,female,,1956-04-20,d-van-der-walt,Désirée Van Der Walt,"September 1, 2025, 3:14 PM","August 1, 2013, 12:18 AM",Ms,Van Der Walt,Désirée
728,"Mabe, Ms BP",mabe_resized.jpg,1,1037,female,,1976-09-18,bertha-peace-mabe,Bertha Peace Mabe,"October 17, 2025, 8:47 AM","August 1, 2013, 12:31 AM",Ms,Mabe,Bertha Peace
746,"Smit, Mr CF",1/423.jpg,2,6371,male,,1980-05-17,christiaan-frederik-beyers-smit,Christiaan Frederik Beyers Smit,"February 11, 2025, 1:01 PM","May 3, 2014, 12:15 AM",Mr,Smit,Christiaan Frederik Beyers
698,"Mkongi, Mr B",mkongi.jpg,19,4342,male,,1971-03-09,bongani-michael-mkongi,Bongani Michael Mkongi,"December 12, 2025, 12:03 PM","May 2, 2014, 4:40 PM",Mr,Mkongi,Bongani Michael
1401,"Gantsho, Ms N",Gantsho.jpg,1,12699,female,,1980-01-11,nqabisa-gantsho,Nqabisa Gantsho,"October 20, 2025, 9:24 AM","May 21, 2019, 7:25 PM",Ms,Gantsho,Nqabisa
1880,"Letlape, Ms MS",Letlape_s.jpg,11,11379,female,,1994-09-24,molebogeng-sharon-letlape,Molebogeng Sharon Letlape,"October 7, 2025, 8:19 AM","May 21, 2019, 7:22 PM",Ms,Letlape,Molebogeng Sharon
2025,"Letsike, Ms MSE",2/Letsike.jpg,1,19959,female,,1986-03-30,mmapaseka-steve-emily-letsike,Mmapaseka Steve Emily Letsike,"October 17, 2025, 10:37 AM","June 18, 2024, 6:15 AM",,Letsike,Mmapaseka Steve Emily
1397,"Nodada, Mr BB",nodada.jpg,2,11136,male,,1992-04-02,baxolile-babongile-nodada,Baxolile Babongile Nodada,"October 10, 2024, 8:55 AM","May 21, 2019, 7:21 PM",Mr,Nodada,Baxolile Babongile
966,"Nkopane, Ms NS",nkopane.jpg,1,4362,female,,1962-01-01,ntombovuyo-silberose-nkopane,Ntombovuyo Silberose Nkopane,"September 4, 2024, 11:31 AM","May 2, 2014, 4:40 PM",Ms,Nkopane,Ntombovuyo Silberose
818,"Mngxitama, Mr A",1/mngxitama.jpg,19,6683,male,,1969-07-07,john-andile-mngxitama,Andile Mngxitama,"July 9, 2025, 9:11 AM","May 3, 2014, 12:16 AM",Mr,Mngxitama,John Andile
512,"George, Dr DT",George_DT.jpg,2,638,male,,1966-05-26,dion-travers-george,Dion Travers George,"November 13, 2025, 8:32 AM","July 31, 2013, 11:31 PM",Dr,George,Dion Travers
1412,"Nyhontso, Mr M",nyhontso.jpg,10,12023,male,,1973-09-08,mzwanele-nyhontso,Mzwanele Nyhontso,"October 7, 2025, 11:37 AM","May 21, 2019, 7:23 PM",Mr,Nyhontso,Mzwanele
1328,"Boshoff, Dr WJ",Boshoff.jpg,8,9269,male,,1970-05-26,wynand-johannes-boshoff,Wynand Johannes Boshoff,"August 13, 2024, 12:53 PM","May 3, 2014, 12:21 AM",Dr,Boshoff,Wynand Johannes
1127,"Aphiri, Ms MJ",aphiri.jpg,1,4515,female,,1962-05-15,mokgadi-johanna-aphiri,Mokgadi Johanna Aphiri,"August 21, 2024, 9:44 AM","May 2, 2014, 4:40 PM",Ms,Aphiri,Mokgadi Johanna
1729,"Thambo, Mr S",tambo.jpg,11,18968,male,,1996-06-02,sinawo-tambo,Sinawo Thambo,"November 3, 2025, 8:38 AM","October 22, 2020, 9:49 AM",Mr,,
2022,"Sangoni, Ms KLN",sangoni.jpg,1,10301,female,,1978-12-03,khusela-lwandlekazi-nobatembu-sangoni,Khusela Lwandlekazi Nobatembu Sangoni,"February 11, 2025, 2:29 PM","May 21, 2019, 7:19 PM",Ms,Sangoni,Khusela Lwandlekazi Nobatembu
1753,"Ramolobeng, Ms A",ramolobeng.jpg,1,13285,female,,1985-09-05,anthea-ramolobeng,Kgomotso Ramolobeng,"October 31, 2025, 7:53 AM","May 21, 2019, 7:27 PM",Ms,Ramolobeng,Anthea
1738,"Burns-Ncamashe, Prince Z",1/Burns.jpg,1,12705,male,,1965-09-13,zolile-burns-ncamashe,Zolile Burns-Ncamashe,"October 8, 2025, 10:10 AM","May 21, 2019, 7:25 PM",Prince,Burns-Ncamashe,Zolile
762,"Essack, Mr F",Essack_F.jpg,2,6254,male,,1959-05-12,farhat-essack,Farhat Essack,"August 12, 2024, 12:41 PM","May 3, 2014, 12:15 AM",Mr,Essack,Farhat
1750,"Peach, Mr WD",W_Peach.JPG,2,11159,male,,1982-11-20,wildri-dennis-peach,Wildri Dennis Peach,"July 16, 2024, 11:08 AM","May 21, 2019, 7:21 PM",Mr,Peach,Wildri Dennis
1763,"Myburgh, Mr NG",Myburgh_ng.jpg,2,11142,male,,1964-11-14,nicholas-georg-myburgh,Nicholas George Myburgh,"March 5, 2025, 7:30 AM","May 21, 2019, 7:21 PM",Mr,Myburgh,Nicholas Georg
559,"Mente-Nkuna, Ms NV",Mente.jpg,11,6692,female,,1978-09-24,ntombovuyo-veronica-nqweniso,Ntombovuyo Veronica Mente,"September 16, 2024, 3:27 PM","May 3, 2014, 12:16 AM",Ms,Mente,Ntombovuyo Veronica
1759,"Godongwana, Mr E",godongwana....jpg,1,642,male,,1957-06-09,e-godongwana,Enoch Godongwana,"August 23, 2024, 7:42 AM","July 31, 2013, 11:32 PM",Mr,Godongwana,E
1326,"Mahumapelo, Mr S",Mahumapelo.jpg,1,1582,male,,1968-06-07,supra-mahumapelo,Supra Obakeng Ramoeletsi Mahumapelo,"August 22, 2024, 1:25 PM","November 13, 2013, 3:29 PM",Mr,Mahumapelo,Supra Obakeng Ramoeletsi
1080,"Engelbrecht, Mr J",1/Engelbrecht.jpg,2,6472,male,,1972-11-25,janho-engelbrecht,Janho Engelbrecht,"February 11, 2025, 1:18 PM","May 3, 2014, 12:15 AM",Mr,Engelbrecht,Janho
1803,"Dlamini, Ms M",Mbali_Dlamini.jpg,11,19152,female,,1993-01-17,mbali-dlamini,Mbali Dlamini,"October 7, 2025, 8:18 AM","September 19, 2022, 10:38 AM",Ms,,
1275,"Abrahams, Ms ALA",abrahams.jpg,2,14995,female,,1986-07-13,alexandra-lilian-amelia-abrahams,Alexandra Lilian Amelia Abrahams,"November 13, 2025, 9:25 AM","May 21, 2019, 7:32 PM",Ms,Abrahams,Alexandra Lilian Amelia
1064,"Bodlani, Ms T",1/bodlani.jpg,2,6488,female,,1981-06-20,tsholofelo-katlego-motshidi,Tsholofelo Katlego Motshidi-Bodlani,"August 14, 2025, 1:25 PM","May 3, 2014, 12:15 AM",Ms,Motshidi,Tsholofelo Katlego
1758,"Simelane, Ms T",simelane.jpg,1,18974,female,,1973-02-10,thembisile-nkadimeng,Thembisile Nkadimeng,"October 7, 2025, 11:30 AM","August 6, 2021, 6:48 AM",Ms,,
1726,"Nkosi, Ms NE",ethel.jpg,1,18969,female,,1967-05-06,nomgqibelo-ethel-nkosi,Nomgqibelo Ethel Nkosi,"August 21, 2024, 9:26 AM","January 20, 2021, 5:43 AM",Ms,,Nomgqibelo Ethel Nkosi
1843,"Shikwambana, Mr M",Shikwambana_M.jpg,11,19177,male,,1980-01-30,mandla-shikwambana,Mandla Shikwambana,"December 12, 2024, 2:16 PM","June 8, 2023, 11:57 AM",Mr,,
1844,"Mthethwa, Mr E",2/mthethwa.jpg,11,19178,male,,1967-10-05,eugene-mthethwa,Eugene Mthethwa,"November 3, 2025, 10:12 AM","June 8, 2023, 12:06 PM",Mr,Mthethwa,Eugene
1842,"Mhlongo, Ms N",mhlongo_n.jpg,11,16016,,,1989-02-06,nqobile-matilda-mhlongo,Nqobile Matilda Mhlongo,"November 3, 2025, 10:14 AM","May 24, 2019, 1:36 PM",,Mhlongo,Nqobile Matilda
1515,"Khakhau, Ms KL",Khakau.jpg,2,13136,female,,1997-06-27,karabo-lerato-khakhau,Karabo Lerato Khakhau,"September 23, 2025, 11:33 AM","May 21, 2019, 7:26 PM",Ms,Khakhau,Karabo Lerato
1839,"Moore, Mr S J",Moore.jpg,2,6475,male,,1983-09-18,stephen-james-moore,Stephen James Moore,"August 12, 2024, 12:54 PM","May 3, 2014, 12:15 AM",Mr,Moore,Stephen James
287,"Mpapane, Ms DE",dlakude.jpg,1,602,female,,1969-08-16,dorris-eunice-dlakude,Dorris Eunice Mpapane,"July 23, 2025, 10:49 AM","July 31, 2013, 11:26 PM",Ms,Dlakude,Dorries Eunice
313,"Dunjwa, Ms ML",Dunjwa.jpg,1,617,female,,1949-12-15,mary-ann-lindelwa-dunjwa,Mary-Ann Lindelwa Dunjwa,"April 2, 2025, 8:30 AM","July 31, 2013, 11:27 PM",Ms,Dunjwa,Mary-Ann Lindelwa
1623,"Ramokgopa, Mr  KD",Ramokgopa.jpg,1,15793,male,,1975-01-25,kgosientso-david-ramokgopa,Kgosientsho David Ramokgopa,"October 7, 2025, 10:48 AM","May 24, 2019, 1:35 PM",Dr,Ramokgopa,Kgosientso David
1714,"Tafeni, Ms N",tafen_resized.jpg,11,18950,female,,1981-11-05,noluvuyo-tafeni,Noluvuyo Tafeni,"December 6, 2024, 1:11 PM","May 9, 2020, 11:33 AM",Ms,,
1012,"Sibiya, Mr J",1/sibiya.jpg,1,4465,male,,1977-02-12,ntuthuko-mbongiseni-sibiya,Ntuthuko Mbongiseni Jomo Sibiya,"October 8, 2025, 10:49 AM","May 2, 2014, 4:40 PM",Mr,Sibiya,Ntuthuko Mbongiseni
1642,"Hassan, Ms F",Hassan.jpg,1,15811,female,,1993-11-26,fasiha-hassan,Fasiha Hassan,"October 6, 2024, 10:10 AM","May 24, 2019, 1:35 PM",Ms,Hassan,Fasiha
1853,"Baptie, Mr E",bPATIE.jpg,2,6255,male,,1957-01-15,edwin-victor-baptie,Edwin Victor Baptie,"August 5, 2024, 9:12 AM","May 3, 2014, 12:15 AM",Mr,Baptie,Edwin Victor
